"BehaviorSpace results (NetLogo 6.3.0)"
"Schelling_on_GIS-@Religion.nlogo"
"experiment_ethnic-religion"
"10/09/2022 03:52:17:779 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","beta-eth","beta-rel","tie-houses-to-religion","free-space","religion","data-source","town","turnover","color-axis-max","neighbor-weight","others-ignore-ethn","ethn-rel-recommendations","ethnicity","always-search","dissimilarity-religion","threshold-mean","stop-tick","always-move","scale-down-pop","threshold-sd","measure","[step]","precision (sum [(ethnic-simpson - town-ethnic-simpson) * totalpop] of districts / sum [totalpop] of districts) 3","dissimilarity-string 0 dissimilarity-religion","dissimilarity-string 1 dissimilarity-religion","dissimilarity-string 2 dissimilarity-religion","dissimilarity-string 3 dissimilarity-religion","precision moran-I districts 3"
"16","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","13","0.042","0.295 (emp 0.241)","0.742 (emp 0.421)","0.203 (emp 0.034)","0.186 (emp 0.204)","0.715"
"11","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","15","0.044","0.301 (emp 0.241)","0.744 (emp 0.421)","0.206 (emp 0.034)","0.191 (emp 0.204)","0.753"
"14","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","15","0.043","0.296 (emp 0.241)","0.744 (emp 0.421)","0.204 (emp 0.034)","0.196 (emp 0.204)","0.738"
"12","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","15","0.046","0.309 (emp 0.241)","0.745 (emp 0.421)","0.242 (emp 0.034)","0.209 (emp 0.204)","0.736"
"9","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","17","0.047","0.313 (emp 0.241)","0.746 (emp 0.421)","0.247 (emp 0.034)","0.191 (emp 0.204)","0.745"
"10","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","16","0.047","0.316 (emp 0.241)","0.745 (emp 0.421)","0.23 (emp 0.034)","0.188 (emp 0.204)","0.742"
"13","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","15","0.045","0.297 (emp 0.241)","0.744 (emp 0.421)","0.216 (emp 0.034)","0.182 (emp 0.204)","0.737"
"15","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","15","0.048","0.32 (emp 0.241)","0.742 (emp 0.421)","0.234 (emp 0.034)","0.189 (emp 0.204)","0.726"
"16","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","14","0.043","0.302 (emp 0.241)","0.742 (emp 0.421)","0.209 (emp 0.034)","0.186 (emp 0.204)","0.72"
"11","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","16","0.046","0.306 (emp 0.241)","0.746 (emp 0.421)","0.219 (emp 0.034)","0.19 (emp 0.204)","0.755"
"14","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","16","0.045","0.304 (emp 0.241)","0.743 (emp 0.421)","0.22 (emp 0.034)","0.198 (emp 0.204)","0.737"
"12","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","16","0.048","0.316 (emp 0.241)","0.747 (emp 0.421)","0.249 (emp 0.034)","0.203 (emp 0.204)","0.739"
"9","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","18","0.049","0.321 (emp 0.241)","0.744 (emp 0.421)","0.247 (emp 0.034)","0.183 (emp 0.204)","0.748"
"10","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","17","0.049","0.323 (emp 0.241)","0.744 (emp 0.421)","0.239 (emp 0.034)","0.188 (emp 0.204)","0.74"
"13","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","16","0.046","0.3 (emp 0.241)","0.745 (emp 0.421)","0.213 (emp 0.034)","0.188 (emp 0.204)","0.744"
"15","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","16","0.05","0.33 (emp 0.241)","0.741 (emp 0.421)","0.258 (emp 0.034)","0.192 (emp 0.204)","0.726"
"16","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","15","0.045","0.305 (emp 0.241)","0.742 (emp 0.421)","0.207 (emp 0.034)","0.186 (emp 0.204)","0.715"
"11","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","17","0.048","0.318 (emp 0.241)","0.744 (emp 0.421)","0.235 (emp 0.034)","0.192 (emp 0.204)","0.754"
"14","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","17","0.047","0.311 (emp 0.241)","0.748 (emp 0.421)","0.236 (emp 0.034)","0.197 (emp 0.204)","0.736"
"12","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","17","0.05","0.322 (emp 0.241)","0.746 (emp 0.421)","0.261 (emp 0.034)","0.203 (emp 0.204)","0.746"
"9","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","19","0.051","0.33 (emp 0.241)","0.745 (emp 0.421)","0.267 (emp 0.034)","0.182 (emp 0.204)","0.74"
"10","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","18","0.051","0.332 (emp 0.241)","0.74 (emp 0.421)","0.248 (emp 0.034)","0.193 (emp 0.204)","0.738"
"13","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","17","0.048","0.31 (emp 0.241)","0.744 (emp 0.421)","0.233 (emp 0.034)","0.188 (emp 0.204)","0.751"
"15","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","17","0.053","0.34 (emp 0.241)","0.741 (emp 0.421)","0.277 (emp 0.034)","0.193 (emp 0.204)","0.738"
"16","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","16","0.046","0.31 (emp 0.241)","0.745 (emp 0.421)","0.218 (emp 0.034)","0.185 (emp 0.204)","0.717"
"11","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","18","0.05","0.327 (emp 0.241)","0.746 (emp 0.421)","0.243 (emp 0.034)","0.193 (emp 0.204)","0.744"
"14","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","18","0.049","0.317 (emp 0.241)","0.744 (emp 0.421)","0.251 (emp 0.034)","0.2 (emp 0.204)","0.738"
"12","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","18","0.052","0.331 (emp 0.241)","0.744 (emp 0.421)","0.278 (emp 0.034)","0.2 (emp 0.204)","0.743"
"9","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","20","0.053","0.335 (emp 0.241)","0.745 (emp 0.421)","0.279 (emp 0.034)","0.183 (emp 0.204)","0.735"
"10","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","19","0.053","0.338 (emp 0.241)","0.74 (emp 0.421)","0.274 (emp 0.034)","0.195 (emp 0.204)","0.736"
"13","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","18","0.05","0.321 (emp 0.241)","0.739 (emp 0.421)","0.239 (emp 0.034)","0.195 (emp 0.204)","0.751"
"15","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","18","0.056","0.35 (emp 0.241)","0.742 (emp 0.421)","0.299 (emp 0.034)","0.193 (emp 0.204)","0.728"
"16","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","17","0.048","0.32 (emp 0.241)","0.746 (emp 0.421)","0.237 (emp 0.034)","0.189 (emp 0.204)","0.717"
"11","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","19","0.053","0.337 (emp 0.241)","0.739 (emp 0.421)","0.268 (emp 0.034)","0.195 (emp 0.204)","0.748"
"14","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","19","0.051","0.323 (emp 0.241)","0.742 (emp 0.421)","0.269 (emp 0.034)","0.199 (emp 0.204)","0.738"
"12","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","19","0.054","0.34 (emp 0.241)","0.741 (emp 0.421)","0.294 (emp 0.034)","0.203 (emp 0.204)","0.736"
"9","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","21","0.054","0.345 (emp 0.241)","0.742 (emp 0.421)","0.288 (emp 0.034)","0.187 (emp 0.204)","0.743"
"10","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","20","0.056","0.349 (emp 0.241)","0.738 (emp 0.421)","0.295 (emp 0.034)","0.194 (emp 0.204)","0.733"
"13","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","19","0.051","0.329 (emp 0.241)","0.737 (emp 0.421)","0.251 (emp 0.034)","0.194 (emp 0.204)","0.737"
"15","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","19","0.059","0.359 (emp 0.241)","0.74 (emp 0.421)","0.325 (emp 0.034)","0.191 (emp 0.204)","0.727"
"16","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","18","0.05","0.327 (emp 0.241)","0.743 (emp 0.421)","0.247 (emp 0.034)","0.183 (emp 0.204)","0.718"
"11","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","20","0.056","0.345 (emp 0.241)","0.739 (emp 0.421)","0.288 (emp 0.034)","0.2 (emp 0.204)","0.739"
"14","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","20","0.052","0.329 (emp 0.241)","0.743 (emp 0.421)","0.274 (emp 0.034)","0.203 (emp 0.204)","0.736"
"12","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","20","0.056","0.347 (emp 0.241)","0.741 (emp 0.421)","0.31 (emp 0.034)","0.199 (emp 0.204)","0.737"
"9","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","22","0.057","0.352 (emp 0.241)","0.746 (emp 0.421)","0.308 (emp 0.034)","0.186 (emp 0.204)","0.744"
"10","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","21","0.058","0.356 (emp 0.241)","0.74 (emp 0.421)","0.318 (emp 0.034)","0.193 (emp 0.204)","0.737"
"13","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","20","0.054","0.34 (emp 0.241)","0.738 (emp 0.421)","0.276 (emp 0.034)","0.195 (emp 0.204)","0.74"
"15","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","20","0.062","0.365 (emp 0.241)","0.738 (emp 0.421)","0.348 (emp 0.034)","0.193 (emp 0.204)","0.731"
"16","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","19","0.052","0.334 (emp 0.241)","0.74 (emp 0.421)","0.281 (emp 0.034)","0.18 (emp 0.204)","0.725"
"11","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","21","0.058","0.352 (emp 0.241)","0.737 (emp 0.421)","0.307 (emp 0.034)","0.198 (emp 0.204)","0.738"
"14","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","21","0.054","0.336 (emp 0.241)","0.744 (emp 0.421)","0.291 (emp 0.034)","0.199 (emp 0.204)","0.731"
"12","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","21","0.058","0.355 (emp 0.241)","0.742 (emp 0.421)","0.331 (emp 0.034)","0.2 (emp 0.204)","0.741"
"9","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","23","0.059","0.363 (emp 0.241)","0.746 (emp 0.421)","0.325 (emp 0.034)","0.183 (emp 0.204)","0.738"
"10","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","22","0.061","0.366 (emp 0.241)","0.739 (emp 0.421)","0.336 (emp 0.034)","0.19 (emp 0.204)","0.735"
"13","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","21","0.056","0.344 (emp 0.241)","0.739 (emp 0.421)","0.289 (emp 0.034)","0.197 (emp 0.204)","0.737"
"15","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","21","0.064","0.376 (emp 0.241)","0.739 (emp 0.421)","0.366 (emp 0.034)","0.195 (emp 0.204)","0.735"
"16","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","20","0.055","0.343 (emp 0.241)","0.742 (emp 0.421)","0.303 (emp 0.034)","0.182 (emp 0.204)","0.728"
"11","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","22","0.061","0.364 (emp 0.241)","0.737 (emp 0.421)","0.338 (emp 0.034)","0.197 (emp 0.204)","0.735"
"14","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","22","0.056","0.341 (emp 0.241)","0.746 (emp 0.421)","0.309 (emp 0.034)","0.198 (emp 0.204)","0.73"
"12","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","22","0.061","0.361 (emp 0.241)","0.74 (emp 0.421)","0.346 (emp 0.034)","0.193 (emp 0.204)","0.741"
"9","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","24","0.062","0.371 (emp 0.241)","0.744 (emp 0.421)","0.345 (emp 0.034)","0.191 (emp 0.204)","0.733"
"10","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","23","0.063","0.371 (emp 0.241)","0.739 (emp 0.421)","0.347 (emp 0.034)","0.197 (emp 0.204)","0.74"
"13","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","22","0.058","0.356 (emp 0.241)","0.739 (emp 0.421)","0.308 (emp 0.034)","0.194 (emp 0.204)","0.744"
"15","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","22","0.067","0.382 (emp 0.241)","0.742 (emp 0.421)","0.388 (emp 0.034)","0.2 (emp 0.204)","0.736"
"16","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","21","0.058","0.353 (emp 0.241)","0.743 (emp 0.421)","0.328 (emp 0.034)","0.189 (emp 0.204)","0.729"
"11","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","23","0.063","0.367 (emp 0.241)","0.743 (emp 0.421)","0.357 (emp 0.034)","0.199 (emp 0.204)","0.738"
"14","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","23","0.058","0.351 (emp 0.241)","0.745 (emp 0.421)","0.329 (emp 0.034)","0.198 (emp 0.204)","0.74"
"12","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","23","0.064","0.374 (emp 0.241)","0.741 (emp 0.421)","0.369 (emp 0.034)","0.2 (emp 0.204)","0.738"
"9","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","25","0.064","0.376 (emp 0.241)","0.741 (emp 0.421)","0.371 (emp 0.034)","0.191 (emp 0.204)","0.732"
"10","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","24","0.065","0.379 (emp 0.241)","0.737 (emp 0.421)","0.361 (emp 0.034)","0.191 (emp 0.204)","0.737"
"15","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","23","0.069","0.386 (emp 0.241)","0.744 (emp 0.421)","0.413 (emp 0.034)","0.196 (emp 0.204)","0.732"
"13","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","23","0.062","0.369 (emp 0.241)","0.742 (emp 0.421)","0.346 (emp 0.034)","0.201 (emp 0.204)","0.739"
"16","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","22","0.06","0.361 (emp 0.241)","0.741 (emp 0.421)","0.344 (emp 0.034)","0.195 (emp 0.204)","0.725"
"11","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","24","0.066","0.373 (emp 0.241)","0.743 (emp 0.421)","0.375 (emp 0.034)","0.202 (emp 0.204)","0.737"
"14","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","24","0.059","0.355 (emp 0.241)","0.742 (emp 0.421)","0.349 (emp 0.034)","0.2 (emp 0.204)","0.74"
"12","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","24","0.066","0.38 (emp 0.241)","0.74 (emp 0.421)","0.384 (emp 0.034)","0.2 (emp 0.204)","0.734"
"9","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","26","0.066","0.384 (emp 0.241)","0.743 (emp 0.421)","0.399 (emp 0.034)","0.194 (emp 0.204)","0.731"
"10","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","25","0.068","0.384 (emp 0.241)","0.735 (emp 0.421)","0.374 (emp 0.034)","0.193 (emp 0.204)","0.734"
"15","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","24","0.071","0.395 (emp 0.241)","0.745 (emp 0.421)","0.43 (emp 0.034)","0.195 (emp 0.204)","0.73"
"13","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","24","0.065","0.38 (emp 0.241)","0.742 (emp 0.421)","0.376 (emp 0.034)","0.201 (emp 0.204)","0.736"
"16","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","23","0.063","0.371 (emp 0.241)","0.742 (emp 0.421)","0.374 (emp 0.034)","0.192 (emp 0.204)","0.726"
"11","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","25","0.068","0.378 (emp 0.241)","0.744 (emp 0.421)","0.391 (emp 0.034)","0.199 (emp 0.204)","0.733"
"12","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","25","0.069","0.391 (emp 0.241)","0.741 (emp 0.421)","0.417 (emp 0.034)","0.204 (emp 0.204)","0.729"
"14","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","25","0.061","0.361 (emp 0.241)","0.744 (emp 0.421)","0.374 (emp 0.034)","0.204 (emp 0.204)","0.746"
"9","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","27","0.069","0.391 (emp 0.241)","0.74 (emp 0.421)","0.416 (emp 0.034)","0.193 (emp 0.204)","0.73"
"10","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","26","0.069","0.388 (emp 0.241)","0.737 (emp 0.421)","0.39 (emp 0.034)","0.195 (emp 0.204)","0.734"
"15","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","25","0.073","0.4 (emp 0.241)","0.741 (emp 0.421)","0.453 (emp 0.034)","0.194 (emp 0.204)","0.731"
"13","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","25","0.068","0.39 (emp 0.241)","0.741 (emp 0.421)","0.408 (emp 0.034)","0.2 (emp 0.204)","0.733"
"16","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","24","0.066","0.379 (emp 0.241)","0.739 (emp 0.421)","0.4 (emp 0.034)","0.193 (emp 0.204)","0.722"
"11","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","26","0.069","0.383 (emp 0.241)","0.743 (emp 0.421)","0.405 (emp 0.034)","0.211 (emp 0.204)","0.734"
"12","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","26","0.072","0.401 (emp 0.241)","0.737 (emp 0.421)","0.446 (emp 0.034)","0.201 (emp 0.204)","0.729"
"14","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","26","0.064","0.373 (emp 0.241)","0.744 (emp 0.421)","0.398 (emp 0.034)","0.202 (emp 0.204)","0.743"
"9","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","28","0.071","0.398 (emp 0.241)","0.738 (emp 0.421)","0.437 (emp 0.034)","0.195 (emp 0.204)","0.734"
"10","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","27","0.071","0.397 (emp 0.241)","0.736 (emp 0.421)","0.415 (emp 0.034)","0.2 (emp 0.204)","0.728"
"15","8","0","true","0.05","OTHER","simulation (dynamic)","Jakarta","0","1","0.17","true","true","CHINESE","false","all","0.3","100","false","100","0.1","ethnicity fraction","26","0.075","0.407 (emp 0.241)","0.738 (emp 0.421)","0.469 (emp 0.034)","0.201 (emp 0.204)","0.728"
